company_id,year,metric,difference,category
CHOLAFIN,2021-03,ROCE,6.566643938360835,Version Difference
CHOLAFIN,2022-03,ROCE,6.909889675450627,Version Difference
CHOLAFIN,2023-03,ROCE,7.266719186421256,Version Difference
CHOLAFIN,2024-03,ROCE,7.033304774515149,Version Difference
CIPLA,2013-03,ROCE,34.630402563589016,Version Difference
CIPLA,2014-03,ROCE,44.93165766882025,Version Difference
CIPLA,2015-03,ROE,5.422477319014998,Data Source Issue
CIPLA,2015-03,ROCE,46.596241503398645,Version Difference
CIPLA,2016-03,ROCE,40.33774747293498,Version Difference
CIPLA,2017-03,ROE,8.54904336734694,Data Source Issue
CIPLA,2017-03,ROCE,40.68682235696704,Version Difference
CIPLA,2018-03,ROE,6.8414646145196425,Data Source Issue
CIPLA,2018-03,ROCE,37.25347301795165,Version Difference
CIPLA,2019-03,ROE,6.861284305888624,Data Source Issue
CIPLA,2019-03,ROCE,38.97048841059602,Version Difference
CIPLA,2020-03,ROE,7.284044915308,Data Source Issue
CIPLA,2020-03,ROCE,45.831250336401325,Version Difference
CIPLA,2021-03,ROCE,45.23834808259588,Version Difference
CIPLA,2022-03,ROCE,50.99549710005937,Version Difference
CIPLA,2023-03,ROCE,45.576703841387854,Version Difference
CIPLA,2024-03,ROCE,44.803154227031,Version Difference
COALINDIA,2013-03,ROE,16.193761346756887,Data Source Issue
COALINDIA,2013-03,ROCE,33.63968901299797,Version Difference
COALINDIA,2014-03,ROE,16.36185265540987,Data Source Issue
COALINDIA,2014-03,ROCE,55.80726128411066,Version Difference
COALINDIA,2015-03,ROE,17.982702649121507,Data Source Issue
COALINDIA,2015-03,ROCE,70.00074581094674,Version Difference
COALINDIA,2016-03,ROE,11.04171331783079,Data Source Issue
COALINDIA,2016-03,ROCE,92.70828152753108,Version Difference
COALINDIA,2017-03,ROE,14.150256954074557,Data Source Issue
COALINDIA,2017-03,ROCE,164.53090222286792,Version Difference
COALINDIA,2018-03,ROE,17.120428189116858,Data Source Issue
COALINDIA,2018-03,ROCE,272.06494750414436,Version Difference
COALINDIA,2019-03,ROE,14.013986013986013,Data Source Issue
COALINDIA,2019-03,ROCE,184.53884528170244,Version Difference
COALINDIA,2020-03,ROCE,120.50769350366664,Version Difference
COALINDIA,2021-03,ROE,17.21715318473082,Data Source Issue
COALINDIA,2021-03,ROCE,96.01511249469365,Version Difference
COALINDIA,2022-03,ROE,11.72000092714925,Data Source Issue
COALINDIA,2022-03,ROCE,109.07719741946545,Version Difference
COALINDIA,2023-03,ROCE,70.17573879154264,Version Difference
COALINDIA,2024-03,ROE,6.830170433941738,Data Source Issue
COALINDIA,2024-03,ROCE,34.567008391874786,Version Difference
DABUR,2013-03,ROE,17.363245823389025,Data Source Issue
DABUR,2013-03,ROCE,5.642082563154652,Version Difference
DABUR,2014-03,ROE,15.287951807228918,Data Source Issue
DABUR,2014-03,ROCE,9.358739595719381,Version Difference
DABUR,2015-03,ROE,12.642576028622539,Data Source Issue
DABUR,2015-03,ROCE,7.176516634050881,Version Difference
DABUR,2016-03,ROE,10.864732678014867,Data Source Issue
